Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
EVBG,"Everbridge, Inc.",49.99,1482279285,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",3.95,58452882.1,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVER,"EverQuote, Inc.",6.48,161603994.2,n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
MRAM,"Everspin Technologies, Inc.",6.72,114872177.3,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,1.01,67004516.05,n/a,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv
EVOP,"EVO Payments, Inc.",25.24,2047861004,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/evop
EVFM,"Evofem Biosciences, Inc.",3.23,83551211.04,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGN,Evogene Ltd.,2.55,65673457.35,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVOK,"Evoke Pharma, Inc.",2.56,44614484.48,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EOLS,"Evolus, Inc.",14.95,407761115.5,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EVOL,"Evolving Systems, Inc.",1.41,17084989.74,n/a,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EXAS,Exact Sciences Corporation,70.24,8632526203,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,40.0807,16032280,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,36.03,165738000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
XELA,"Exela Technologies, Inc.",4.73,714805740.3,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela
EXEL,"Exelixis, Inc.",18.77,5611913444,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.2,75476604.8,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",56.26,1927281661,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPI,"eXp World Holdings, Inc.",10.66,612683734.5,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPE,"Expedia Group, Inc.",116.58,17367439283,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",74.48,12854508860,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",51.63,2685387356,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,99.12,55889803200,n/a,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/esrx
STAY,"Extended Stay America, Inc.",18.54,3490853216,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/stay
XOG,"Extraction Oil & Gas, Inc.",6.33,1115272015,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/xog
EXTR,"Extreme Networks, Inc.",6.19,732508995,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYEG,"Eyegate Pharmaceuticals, Inc.",0.57,24763010.46,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.05,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",2.88,28796100.48,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYPT,"EyePoint Pharmaceuticals, Inc.",2.07,196351309.4,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",9.2,502181236.4,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FFIV,"F5 Networks, Inc.",170.62,10344215253,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FB,"Facebook, Inc.",136.38,3.91927E+11,n/a,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FLMN,Falcon Minerals Corporation,7.9,678254500,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,1.33,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
DAVE,"Famous Dave&#39;s of America, Inc.",5.45,49550996.7,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dave
FANH,Fanhua Inc.,25.03,882283996.8,35249061,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,24.53,416463005.5,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FMAO,"Farmers & Merchants Bancorp, Inc.",41.21,381765731.1,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fmao
FMNB,Farmers National Banc Corp.,13.15,363478111.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmnb
FAMI,"FARMMI, INC.",4.79,55947200,n/a,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FARO,"FARO Technologies, Inc.",47.47,818997678.9,n/a,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,57.63,16543072895,n/a,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,6.21,70437123.72,n/a,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",13.49,870358787.4,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FBSS,"Fauquier Bankshares, Inc.",22,83024392,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FSAC,Federal Street Acquisition Corp.,10.09,152000007.9,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsac
FSACU,Federal Street Acquisition Corp.,10.82,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacu
FSACW,Federal Street Acquisition Corp.,0.9,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/fsacw
FNHC,FedNat Holding Company,22.35,284558948.4,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc
FENC,Fennec Pharmaceuticals Inc.,6.81,130099356.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
GSM,Ferroglobe PLC,4.77,820329006.9,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gsm
FFBW,"FFBW, Inc.",10.9,72076250,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FCSC,Fibrocell Science Inc.,2.08,19375162.56,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FGEN,"FibroGen, Inc",41.54,3529988446,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FDBC,"Fidelity D & D Bancorp, Inc.",58,217616290,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,277.73,1474718527,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oneq
LION,Fidelity Southern Corporation,23.05,628577372.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lion
FDUS,Fidus Investment Corporation,13.93,340771247.7,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
FDUSL,Fidus Investment Corporation,25.51,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FRGI,"Fiesta Restaurant Group, Inc.",18.32,499345345.4,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frgi
FITB,Fifth Third Bancorp,27.26,17872081774,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,26.69,480420000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FISI,"Financial Institutions, Inc.",29.29,466442049.1,n/a,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
FNSR,Finisar Corporation,22.33,2621215245,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/fnsr
FNJN,"Finjan Holdings, Inc.",2.54,69200166.4,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/fnjn
FTACU,FinTech Acquisition Corp. III,10,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ftacu
FEYE,"FireEye, Inc.",19.07,3757075783,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FBNC,First Bancorp,39.68,1178611548,n/a,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
FNLC,"First Bancorp, Inc (ME)",28.05,304478879.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnlc
FRBA,First Bank,11.81,220425808.2,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/frba
BUSE,First Busey Corporation,28.09,1372105432,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/buse
FBIZ,"First Business Financial Services, Inc.",21.23,185976986.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz
FCAP,"First Capital, Inc.",39.4829,132510297.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap
FCBP,First Choice Bancorp,22.5,162140175,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp
FCNCA,"First Citizens BancShares, Inc.",429.73,5075285341,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
FCBC,"First Community Bankshares, Inc.",33.81,560392568,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
FCCO,First Community Corporation,22.92,174307814.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
FDEF,First Defiance Financial Corp.,27.81,567350836.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
FFBC,First Financial Bancorp.,27.58,2700294394,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc
FFBCW,First Financial Bancorp.,15.965,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbcw
FFIN,"First Financial Bankshares, Inc.",65.39,4424918937,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin
THFF,First Financial Corporation Indiana,46.36,568143886.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/thff
FFNW,"First Financial Northwest, Inc.",15.57,169939636.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,16.2,719994760.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",21.06,185479105.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi
FHB,"First Hawaiian, Inc.",25.24,3404227382,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb
INBK,First Internet Bancorp,24.98,254338241.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbk
INBKL,First Internet Bancorp,25.1615,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/inbkl
FIBK,"First Interstate BancSystem, Inc.",42.9,2600149652,n/a,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk
FRME,First Merchants Corporation,41.4,2055858547,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frme
FMBH,"First Mid-Illinois Bancshares, Inc.",35.79,547234325.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbh
FMBI,"First Midwest Bancorp, Inc.",23.01,2447869010,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fmbi
FNWB,First Northwest Bancorp,15.41,176990291.4,n/a,2015,Finance,Banks,https://www.nasdaq.com/symbol/fnwb
FSFG,"First Savings Financial Group, Inc.",58.27,133556063.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsfg
FSLR,"First Solar, Inc.",43.43,4552114451,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.9199,18843983.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.5199,32797942.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpa
BICK,First Trust BICK Index Fund,24.8,157480049.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bick
FBZ,First Trust Brazil AlphaDEX Fund,12.91,144592025.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz
FTHI,First Trust BuyWrite Income ETF,21.5372,58671661.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
FCAL,First Trust California Municipal High income ETF,49.39,19756098.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,21.56,9702043.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
FTCS,First Trust Capital Strength ETF,51.5,1300375103,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs
FCEF,First Trust CEF Income Opportunity ETF,20.143,41393865,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcef
FCA,First Trust China AlphaDEX Fund,24.972,8740249.944,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca
SKYY,First Trust Cloud Computing ETF,50.19,1713988600,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skyy
RNDM,First Trust Developed International Equity Select ETF,47.2,23600094.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndm
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,51.98,1052698960,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,36.0378,10811412.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,25,540000050,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fvc
FV,First Trust Dorsey Wright Focus 5 ETF,26.86,2359651054,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv
IFV,First Trust Dorsey Wright International Focus 5 ETF,17.92,587776035.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifv
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,23.09,32326046.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddiv
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,19.26,13482038.52,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvol
DVLU,First Trust Dorsey Wright Momentum & Value ETF,17.5336,12273555.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvlu
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,28.09,37921556.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwpp
DALI,First Trust DorseyWright DALI 1 ETF,18.25,48362536.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dali
FDNI,First Trust Dow Jones International Internet ETF,19.4099,1941028.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni
FEM,First Trust Emerging Markets AlphaDEX Fund,23.24,445046046.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem
RNEM,First Trust Emerging Markets Equity Select ETF,48.1057,4810666.211,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,36.43,56466572.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,33.41,167050066.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fems
FTSM,First Trust Enhanced Short Maturity ETF,59.92,3427407462,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm
FEP,First Trust Europe AlphaDEX Fund,33.04,708708066.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,36.63,67765573.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz
FGM,First Trust Germany AlphaDEX Fund,40.4899,166008671,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fgm
FTGC,First Trust Global Tactical Commodity Strategy Fund,18.52,192669745.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftgc
FTLB,First Trust Hedged BuyWrite Income ETF,21.45,11797542.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
HYLS,First Trust High Yield Long/Short ETF,46.56,1287384093,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyls
FHK,First Trust Hong Kong AlphaDEX Fund,34.9848,3498549.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
NFTY,First Trust India Nifty 50 Equal Weight ETF,34.21,3421068.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nfty
FTAG,First Trust Indxx Global Agriculture ETF,23.24,4413926.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.6189,8133253.238,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
LEGR,First Trust Indxx Innovative Transaction & Process ETF,27.11,46087054.22,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/legr
FPXI,First Trust International IPO ETF,31.4415,23581187.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxi
FPXE,First Trust IPOX Europe Equity Opportunities ETF,17.63,1763035.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fpxe
FJP,First Trust Japan AlphaDEX Fund,52.03,166496104.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp
FEX,First Trust Large Cap Core AlphaDEX Fund,56.74,1364597113,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
FTC,First Trust Large Cap Growth AlphaDEX Fund,60.87,882615121.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
RNLC,First Trust Large Cap US Equity Select ETF,21.2135,19092192.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnlc
FTA,First Trust Large Cap Value AlphaDEX Fund,51.45,1137045103,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
FLN,First Trust Latin America AlphaDEX Fund,17.7137,16828050.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fln
LMBS,First Trust Low Duration Opportunities ETF,50.84,1860744102,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lmbs
FMB,First Trust Managed Municipal ETF,51.98,460023104,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmb
FMK,First Trust Mega Cap AlphaDEX Fund,34.2901,18859623.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmk
FNX,First Trust Mid Cap Core AlphaDEX Fund,64.1,826890128.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnx
FNY,First Trust Mid Cap Growth AlphaDEX Fund,39.47,228926078.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fny
RNMC,First Trust Mid Cap US Equity Select ETF,20.756,12453641.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnmc
FNK,First Trust Mid Cap Value AlphaDEX Fund,34.24,53072068.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fnk
FAD,First Trust Multi Cap Growth AlphaDEX Fund,66.04,181610132.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fad
FAB,First Trust Multi Cap Value AlphaDEX Fund,53.572,85715307.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab
MDIV,First Trust Multi-Asset Diversified Income Index Fund,17.72,628174035.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv
MCEF,First Trust Municipal CEF Income Opportunity ETF,17.0669,8533484.134,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef
FMHI,First Trust Municipal High Income ETF,49.4547,32145653.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fmhi
QABA,First Trust NASDAQ ABA Community Bank Index Fund,49.65,312795099.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qaba
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,28.0554,30860996.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robt
FTXO,First Trust Nasdaq Bank ETF,26.69,220192553.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,19.04,89488038.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,42.05,29435084.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,24.77,717091549.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,19.93,996539.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,33.79,16895067.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,19.63,23556039.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.1287,4225782.257,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,22.1627,6648854.325,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
FTXL,First Trust Nasdaq Semiconductor ETF,27.7,20775055.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxl
FONE,First Trust NASDAQ Smartphone Index Fund,44.82,13446089.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,35.07,862897350,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,23.77,2377047.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr
